type;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;qualitygoodornot
red;11,1;,45;,73;3,2;,066;6;22;,9986;3,17;,66;11,2;6;0
red;10,4;,41;,55;3,2;,076;22;54;,9996;3,15;,89;9,9;6;0
red;7;,62;,18;1,5;,062;7;50;,9951;3,08;,6;9,3;5;0
red;12,6;,31;,72;2,2;,072;6;29;,9987;2,88;,82;9,8;8;1
red;11,9;,4;,65;2,15;,068;7;27;,9988;3,06;,68;11,3;6;0
red;15,6;,685;,76;3,7;,1;6;43;1,0032;2,95;,68;11,2;7;1
red;10;,44;,49;2,7;,077;11;19;,9963;3,23;,63;11,6;7;1
red;5,3;,57;,01;1,7;,054;5;27;,9934;3,57;,84;12,5;7;1
red;9,5;,735;,1;2,1;,079;6;31;,9986;3,23;,56;10,1;6;0
red;12,5;,38;,6;2,6;,081;31;72;,9996;3,1;,73;10,5;5;0
red;9,3;,48;,29;2,1;,127;6;16;,9968;3,22;,72;11,2;5;0
red;8,6;,53;,22;2;,1;7;27;,9967;3,2;,56;10,2;6;0
red;11,9;,39;,69;2,8;,095;17;35;,9994;3,1;,61;10,8;6;0
red;11,9;,39;,69;2,8;,095;17;35;,9994;3,1;,61;10,8;6;0
red;8,4;,37;,53;1,8;,413;9;26;,9979;3,06;1,06;9,1;6;0
red;6,8;,56;,03;1,7;,084;18;35;,9968;3,44;,63;10;6;0
red;10,4;,33;,63;2,8;,084;5;22;,9998;3,26;,74;11,2;7;1
red;7;,23;,4;1,6;,063;21;67;,9952;3,5;,63;11,1;5;0
red;11,3;,62;,67;5,2;,086;6;19;,9988;3,22;,69;13,4;8;1
red;8,9;,59;,39;2,3;,095;5;22;,9986;3,37;,58;10,3;5;0
red;9,2;,63;,21;2,7;,097;29;65;,9988;3,28;,58;9,6;5;0
red;10,4;,33;,63;2,8;,084;5;22;,9998;3,26;,74;11,2;7;1
red;11,6;,58;,66;2,2;,074;10;47;1,0008;3,25;,57;9;3;0
red;9,2;,43;,52;2,3;,083;14;23;,9976;3,35;,61;11,3;6;0
red;8,3;,615;,22;2,6;,087;6;19;,9982;3,26;,61;9,3;5;0
red;11;,26;,68;2,55;,085;10;25;,997;3,18;,61;11,8;5;0
red;8,1;,66;,7;2,2;,098;25;129;,9972;3,08;,53;9;5;0
red;11,5;,315;,54;2,1;,084;5;15;,9987;2,98;,7;9,2;6;0
red;10;,29;,4;2,9;,098;10;26;1,0006;3,48;,91;9,7;5;0
red;10,3;,5;,42;2;,069;21;51;,9982;3,16;,72;11,5;6;0
red;8,8;,46;,45;2,6;,065;7;18;,9947;3,32;,79;14;6;0
red;11,4;,36;,69;2,1;,09;6;21;1;3,17;,62;9,2;6;0
red;8,7;,82;,02;1,2;,07;36;48;,9952;3,2;,58;9,8;5;0
red;13;,32;,65;2,6;,093;15;47;,9996;3,05;,61;10,6;5;0
red;9,6;,54;,42;2,4;,081;25;52;,997;3,2;,71;11,4;6;0
red;12,5;,37;,55;2,6;,083;25;68;,9995;3,15;,82;10,4;6;0
red;9,9;,35;,55;2,1;,062;5;14;,9971;3,26;,79;10,6;5;0
red;10,5;,28;,51;1,7;,08;10;24;,9982;3,2;,89;9,4;6;0
red;9,6;,68;,24;2,2;,087;5;28;,9988;3,14;,6;10,2;5;0
red;9,3;,27;,41;2;,091;6;16;,998;3,28;,7;9,7;5;0
red;10,4;,24;,49;1,8;,075;6;20;,9977;3,18;1,06;11;6;0
red;9,6;,68;,24;2,2;,087;5;28;,9988;3,14;,6;10,2;5;0
red;9,4;,685;,11;2,7;,077;6;31;,9984;3,19;,7;10,1;6;0
red;10,6;,28;,39;15,5;,069;6;23;1,0026;3,12;,66;9,2;5;0
red;9,4;,3;,56;2,8;,08;6;17;,9964;3,15;,92;11,7;8;1
red;10,6;,36;,59;2,2;,152;6;18;,9986;3,04;1,05;9,4;5;0
red;10,6;,36;,6;2,2;,152;7;18;,9986;3,04;1,06;9,4;5;0
red;10,6;,44;,68;4,1;,114;6;24;,997;3,06;,66;13,4;6;0
red;10,2;,67;,39;1,9;,054;6;17;,9976;3,17;,47;10;5;0
red;10,2;,67;,39;1,9;,054;6;17;,9976;3,17;,47;10;5;0
red;10,2;,645;,36;1,8;,053;5;14;,9982;3,17;,42;10;6;0
red;11,6;,32;,55;2,8;,081;35;67;1,0002;3,32;,92;10,8;7;1
red;9,3;,39;,4;2,6;,073;10;26;,9984;3,34;,75;10,2;6;0
red;9,3;,775;,27;2,8;,078;24;56;,9984;3,31;,67;10,6;6;0
red;9,2;,41;,5;2,5;,055;12;25;,9952;3,34;,79;13,3;7;1
red;8,9;,4;,51;2,6;,052;13;27;,995;3,32;,9;13,4;7;1
red;8,7;,69;,31;3;,086;23;81;1,0002;3,48;,74;11,6;6;0
red;6,5;,39;,23;8,3;,051;28;91;,9952;3,44;,55;12,1;6;0
red;10,7;,35;,53;2,6;,07;5;16;,9972;3,15;,65;11;8;1
red;7,8;,52;,25;1,9;,081;14;38;,9984;3,43;,65;9;6;0
red;7,2;,34;,32;2,5;,09;43;113;,9966;3,32;,79;11,1;5;0
red;10,7;,35;,53;2,6;,07;5;16;,9972;3,15;,65;11;8;1
red;8,7;,69;,31;3;,086;23;81;1,0002;3,48;,74;11,6;6;0
red;7,8;,52;,25;1,9;,081;14;38;,9984;3,43;,65;9;6;0
red;10,4;,44;,73;6,55;,074;38;76;,999;3,17;,85;12;7;1
red;10,4;,44;,73;6,55;,074;38;76;,999;3,17;,85;12;7;1
red;10,5;,26;,47;1,9;,078;6;24;,9976;3,18;1,04;10,9;7;1
red;10,5;,24;,42;1,8;,077;6;22;,9976;3,21;1,05;10,8;7;1
red;10,2;,49;,63;2,9;,072;10;26;,9968;3,16;,78;12,5;7;1
red;10,4;,24;,46;1,8;,075;6;21;,9976;3,25;1,02;10,8;7;1
red;11,2;,67;,55;2,3;,084;6;13;1;3,17;,71;9,5;6;0
red;10;,59;,31;2,2;,09;26;62;,9994;3,18;,63;10,2;6;0
red;13,3;,29;,75;2,8;,084;23;43;,9986;3,04;,68;11,4;7;1
red;12,4;,42;,49;4,6;,073;19;43;,9978;3,02;,61;9,5;5;0
red;10;,59;,31;2,2;,09;26;62;,9994;3,18;,63;10,2;6;0
red;10,7;,4;,48;2,1;,125;15;49;,998;3,03;,81;9,7;6;0
red;10,5;,51;,64;2,4;,107;6;15;,9973;3,09;,66;11,8;7;1
red;10,5;,51;,64;2,4;,107;6;15;,9973;3,09;,66;11,8;7;1
red;8,5;,655;,49;6,1;,122;34;151;1,001;3,31;1,14;9,3;5;0
red;12,5;,6;,49;4,3;,1;5;14;1,001;3,25;,74;11,9;6;0
red;10,4;,61;,49;2,1;,2;5;16;,9994;3,16;,63;8,4;3;0
red;10,9;,21;,49;2,8;,088;11;32;,9972;3,22;,68;11,7;6;0
red;7,3;,365;,49;2,5;,088;39;106;,9966;3,36;,78;11;5;0
red;9,8;,25;,49;2,7;,088;15;33;,9982;3,42;,9;10;6;0
red;7,6;,41;,49;2;,088;16;43;,998;3,48;,64;9,1;5;0
red;8,2;,39;,49;2,3;,099;47;133;,9979;3,38;,99;9,8;5;0
red;9,3;,4;,49;2,5;,085;38;142;,9978;3,22;,55;9,4;5;0
red;9,2;,43;,49;2,4;,086;23;116;,9976;3,23;,64;9,5;5;0
red;10,4;,64;,24;2,8;,105;29;53;,9998;3,24;,67;9,9;5;0
red;7,3;,365;,49;2,5;,088;39;106;,9966;3,36;,78;11;5;0
red;7;,38;,49;2,5;,097;33;85;,9962;3,39;,77;11,4;6;0
red;8,2;,42;,49;2,6;,084;32;55;,9988;3,34;,75;8,7;6;0
red;9,9;,63;,24;2,4;,077;6;33;,9974;3,09;,57;9,4;5;0
red;9,1;,22;,24;2,1;,078;1;28;,999;3,41;,87;10,3;6;0
red;11,9;,38;,49;2,7;,098;12;42;1,0004;3,16;,61;10,3;5;0
red;11,9;,38;,49;2,7;,098;12;42;1,0004;3,16;,61;10,3;5;0
red;10,3;,27;,24;2,1;,072;15;33;,9956;3,22;,66;12,8;6;0
red;10;,48;,24;2,7;,102;13;32;1;3,28;,56;10;6;0
red;9,1;,22;,24;2,1;,078;1;28;,999;3,41;,87;10,3;6;0
red;9,9;,63;,24;2,4;,077;6;33;,9974;3,09;,57;9,4;5;0
red;8,1;,825;,24;2,1;,084;5;13;,9972;3,37;,77;10,7;6;0
red;12,9;,35;,49;5,8;,066;5;35;1,0014;3,2;,66;12;7;1
red;11,2;,5;,74;5,15;,1;5;17;,9996;3,22;,62;11,2;5;0
red;9,2;,59;,24;3,3;,101;20;47;,9988;3,26;,67;9,6;5;0
red;9,5;,46;,49;6,3;,064;5;17;,9988;3,21;,73;11;6;0
red;9,3;,715;,24;2,1;,07;5;20;,9966;3,12;,59;9,9;5;0
red;11,2;,66;,24;2,5;,085;16;53;,9993;3,06;,72;11;6;0
red;14,3;,31;,74;1,8;,075;6;15;1,0008;2,86;,79;8,4;6;0
red;9,1;,47;,49;2,6;,094;38;106;,9982;3,08;,59;9,1;5;0
red;7,5;,55;,24;2;,078;10;28;,9983;3,45;,78;9,5;6;0
red;10,6;,31;,49;2,5;,067;6;21;,9987;3,26;,86;10,7;6;0
red;12,4;,35;,49;2,6;,079;27;69;,9994;3,12;,75;10,4;6;0
red;9;,53;,49;1,9;,171;6;25;,9975;3,27;,61;9,4;6;0
red;6,8;,51;,01;2,1;,074;9;25;,9958;3,33;,56;9,5;6;0
red;9,4;,43;,24;2,8;,092;14;45;,998;3,19;,73;10;6;0
red;9,5;,46;,24;2,7;,092;14;44;,998;3,12;,74;10;6;0
red;5;1,04;,24;1,6;,05;32;96;,9934;3,74;,62;11,5;5;0
red;15,5;,645;,49;4,2;,095;10;23;1,00315;2,92;,74;11,1;5;0
red;15,5;,645;,49;4,2;,095;10;23;1,00315;2,92;,74;11,1;5;0
red;10,9;,53;,49;4,6;,118;10;17;1,0002;3,07;,56;11,7;6;0
red;15,6;,645;,49;4,2;,095;10;23;1,00315;2,92;,74;11,1;5;0
red;10,9;,53;,49;4,6;,118;10;17;1,0002;3,07;,56;11,7;6;0
red;13;,47;,49;4,3;,085;6;47;1,0021;3,3;,68;12,7;6;0
red;12,7;,6;,49;2,8;,075;5;19;,9994;3,14;,57;11,4;5;0
red;9;,44;,49;2,4;,078;26;121;,9978;3,23;,58;9,2;5;0
red;9;,54;,49;2,9;,094;41;110;,9982;3,08;,61;9,2;5;0
red;7,6;,29;,49;2,7;,092;25;60;,9971;3,31;,61;10,1;6;0
red;13;,47;,49;4,3;,085;6;47;1,0021;3,3;,68;12,7;6;0
red;12,7;,6;,49;2,8;,075;5;19;,9994;3,14;,57;11,4;5;0
red;8,7;,7;,24;2,5;,226;5;15;,9991;3,32;,6;9;6;0
red;8,7;,7;,24;2,5;,226;5;15;,9991;3,32;,6;9;6;0
red;9,8;,5;,49;2,6;,25;5;20;,999;3,31;,79;10,7;6;0
red;6,2;,36;,24;2,2;,095;19;42;,9946;3,57;,57;11,7;6;0
red;11,5;,35;,49;3,3;,07;10;37;1,0003;3,32;,91;11;6;0
red;6,2;,36;,24;2,2;,095;19;42;,9946;3,57;,57;11,7;6;0
red;10,2;,24;,49;2,4;,075;10;28;,9978;3,14;,61;10,4;5;0
red;10,5;,59;,49;2,1;,07;14;47;,9991;3,3;,56;9,6;4;0
red;10,6;,34;,49;3,2;,078;20;78;,9992;3,19;,7;10;6;0
red;12,3;,27;,49;3,1;,079;28;46;,9993;3,2;,8;10,2;6;0
red;9,9;,5;,24;2,3;,103;6;14;,9978;3,34;,52;10;4;0
red;8,8;,44;,49;2,8;,083;18;111;,9982;3,3;,6;9,5;5;0
red;8,8;,47;,49;2,9;,085;17;110;,9982;3,29;,6;9,8;5;0
red;10,6;,31;,49;2,2;,063;18;40;,9976;3,14;,51;9,8;6;0
red;12,3;,5;,49;2,2;,089;5;14;1,0002;3,19;,44;9,6;5;0
red;12,3;,5;,49;2,2;,089;5;14;1,0002;3,19;,44;9,6;5;0
red;11,7;,49;,49;2,2;,083;5;15;1;3,19;,43;9,2;5;0
red;12;,28;,49;1,9;,074;10;21;,9976;2,98;,66;9,9;7;1
red;11,8;,33;,49;3,4;,093;54;80;1,0002;3,3;,76;10,7;7;1
red;7,6;,51;,24;2,4;,091;8;38;,998;3,47;,66;9,6;6;0
red;11,1;,31;,49;2,7;,094;16;47;,9986;3,12;1,02;10,6;7;1
red;7,3;,73;,24;1,9;,108;18;102;,9967;3,26;,59;9,3;5;0
red;5;,42;,24;2;,06;19;50;,9917;3,72;,74;14;8;1
red;10,2;,29;,49;2,6;,059;5;13;,9976;3,05;,74;10,5;7;1
red;9;,45;,49;2,6;,084;21;75;,9987;3,35;,57;9,7;5;0
red;6,6;,39;,49;1,7;,07;23;149;,9922;3,12;,5;11,5;6;0
red;9;,45;,49;2,6;,084;21;75;,9987;3,35;,57;9,7;5;0
red;9,9;,49;,58;3,5;,094;9;43;1,0004;3,29;,58;9;5;0
red;7,9;,72;,17;2,6;,096;20;38;,9978;3,4;,53;9,5;5;0
red;8,9;,595;,41;7,9;,086;30;109;,9998;3,27;,57;9,3;5;0
red;12,4;,4;,51;2;,059;6;24;,9994;3,04;,6;9,3;6;0
red;11,9;,58;,58;1,9;,071;5;18;,998;3,09;,63;10;6;0
red;8,5;,585;,18;2,1;,078;5;30;,9967;3,2;,48;9,8;6;0
red;12,7;,59;,45;2,3;,082;11;22;1;3;,7;9,3;6;0
red;8,2;,915;,27;2,1;,088;7;23;,9962;3,26;,47;10;4;0
red;13,2;,46;,52;2,2;,071;12;35;1,0006;3,1;,56;9;6;0
red;7,7;,835;0;2,6;,081;6;14;,9975;3,3;,52;9,3;5;0
red;13,2;,46;,52;2,2;,071;12;35;1,0006;3,1;,56;9;6;0
red;8,3;,58;,13;2,9;,096;14;63;,9984;3,17;,62;9,1;6;0
red;8,3;,6;,13;2,6;,085;6;24;,9984;3,31;,59;9,2;6;0
red;9,4;,41;,48;4,6;,072;10;20;,9973;3,34;,79;12,2;7;1
red;8,8;,48;,41;3,3;,092;26;52;,9982;3,31;,53;10,5;6;0
red;10,1;,65;,37;5,1;,11;11;65;1,0026;3,32;,64;10,4;6;0
red;6,3;,36;,19;3,2;,075;15;39;,9956;3,56;,52;12,7;6;0
red;8,8;,24;,54;2,5;,083;25;57;,9983;3,39;,54;9,2;5;0
red;13,2;,38;,55;2,7;,081;5;16;1,0006;2,98;,54;9,4;5;0
red;7,5;,64;0;2,4;,077;18;29;,9965;3,32;,6;10;6;0
red;8,2;,39;,38;1,5;,058;10;29;,9962;3,26;,74;9,8;5;0
red;9,2;,755;,18;2,2;,148;10;103;,9969;2,87;1,36;10,2;6;0
red;9,6;,6;,5;2,3;,079;28;71;,9997;3,5;,57;9,7;5;0
red;9,6;,6;,5;2,3;,079;28;71;,9997;3,5;,57;9,7;5;0
red;11,5;,31;,51;2,2;,079;14;28;,9982;3,03;,93;9,8;6;0
red;11,4;,46;,5;2,7;,122;4;17;1,0006;3,13;,7;10,2;5;0
red;11,3;,37;,41;2,3;,088;6;16;,9988;3,09;,8;9,3;5;0
red;8,3;,54;,24;3,4;,076;16;112;,9976;3,27;,61;9,4;5;0
red;8,2;,56;,23;3,4;,078;14;104;,9976;3,28;,62;9,4;5;0
red;10;,58;,22;1,9;,08;9;32;,9974;3,13;,55;9,5;5;0
red;7,9;,51;,25;2,9;,077;21;45;,9974;3,49;,96;12,1;6;0
red;6,8;,69;0;5,6;,124;21;58;,9997;3,46;,72;10,2;5;0
red;6,8;,69;0;5,6;,124;21;58;,9997;3,46;,72;10,2;5;0
red;8,8;,6;,29;2,2;,098;5;15;,9988;3,36;,49;9,1;5;0
red;8,8;,6;,29;2,2;,098;5;15;,9988;3,36;,49;9,1;5;0
red;8,7;,54;,26;2,5;,097;7;31;,9976;3,27;,6;9,3;6;0
red;7,6;,685;,23;2,3;,111;20;84;,9964;3,21;,61;9,3;5;0
red;8,7;,54;,26;2,5;,097;7;31;,9976;3,27;,6;9,3;6;0
red;10,4;,28;,54;2,7;,105;5;19;,9988;3,25;,63;9,5;5;0
red;7,6;,41;,14;3;,087;21;43;,9964;3,32;,57;10,5;6;0
red;10,1;,935;,22;3,4;,105;11;86;1,001;3,43;,64;11,3;4;0
red;7,9;,35;,21;1,9;,073;46;102;,9964;3,27;,58;9,5;5;0
red;8,7;,84;0;1,4;,065;24;33;,9954;3,27;,55;9,7;5;0
red;9,6;,88;,28;2,4;,086;30;147;,9979;3,24;,53;9,4;5;0
red;9,5;,885;,27;2,3;,084;31;145;,9978;3,24;,53;9,4;5;0
red;7,7;,915;,12;2,2;,143;7;23;,9964;3,35;,65;10,2;7;1
red;8,9;,29;,35;1,9;,067;25;57;,997;3,18;1,36;10,3;6;0
red;9,9;,54;,45;2,3;,071;16;40;,9991;3,39;,62;9,4;5;0
red;9,5;,59;,44;2,3;,071;21;68;,9992;3,46;,63;9,5;5;0
red;9,9;,54;,45;2,3;,071;16;40;,9991;3,39;,62;9,4;5;0
red;9,5;,59;,44;2,3;,071;21;68;,9992;3,46;,63;9,5;5;0
red;9,9;,54;,45;2,3;,071;16;40;,9991;3,39;,62;9,4;5;0
red;7,8;,64;,1;6;,115;5;11;,9984;3,37;,69;10,1;7;1
red;7,3;,67;,05;3,6;,107;6;20;,9972;3,4;,63;10,1;5;0
red;8,3;,845;,01;2,2;,07;5;14;,9967;3,32;,58;11;4;0
red;8,7;,48;,3;2,8;,066;10;28;,9964;3,33;,67;11,2;7;1
red;6,7;,42;,27;8,6;,068;24;148;,9948;3,16;,57;11,3;6;0
red;10,7;,43;,39;2,2;,106;8;32;,9986;2,89;,5;9,6;5;0
red;9,8;,88;,25;2,5;,104;35;155;1,001;3,41;,67;11,2;5;0
red;15,9;,36;,65;7,5;,096;22;71;,9976;2,98;,84;14,9;5;0
red;9,4;,33;,59;2,8;,079;9;30;,9976;3,12;,54;12;6;0
red;8,6;,47;,47;2,4;,074;7;29;,9979;3,08;,46;9,5;5;0
red;9,7;,55;,17;2,9;,087;20;53;1,0004;3,14;,61;9,4;5;0
red;10,7;,43;,39;2,2;,106;8;32;,9986;2,89;,5;9,6;5;0
red;12;,5;,59;1,4;,073;23;42;,998;2,92;,68;10,5;7;1
red;7,2;,52;,07;1,4;,074;5;20;,9973;3,32;,81;9,6;6;0
red;7,1;,84;,02;4,4;,096;5;13;,997;3,41;,57;11;4;0
red;7,2;,52;,07;1,4;,074;5;20;,9973;3,32;,81;9,6;6;0
red;7,5;,42;,31;1,6;,08;15;42;,9978;3,31;,64;9;5;0
red;7,2;,57;,06;1,6;,076;9;27;,9972;3,36;,7;9,6;6;0
red;10,1;,28;,46;1,8;,05;5;13;,9974;3,04;,79;10,2;6;0
red;12,1;,4;,52;2;,092;15;54;1;3,03;,66;10,2;5;0
red;9,4;,59;,14;2;,084;25;48;,9981;3,14;,56;9,7;5;0
red;8,3;,49;,36;1,8;,222;6;16;,998;3,18;,6;9,5;6;0
red;11,3;,34;,45;2;,082;6;15;,9988;2,94;,66;9,2;6;0
red;10;,73;,43;2,3;,059;15;31;,9966;3,15;,57;11;5;0
red;11,3;,34;,45;2;,082;6;15;,9988;2,94;,66;9,2;6;0
red;6,9;,4;,24;2,5;,083;30;45;,9959;3,26;,58;10;5;0
red;8,2;,73;,21;1,7;,074;5;13;,9968;3,2;,52;9,5;5;0
red;9,8;1,24;,34;2;,079;32;151;,998;3,15;,53;9,5;5;0
red;8,2;,73;,21;1,7;,074;5;13;,9968;3,2;,52;9,5;5;0
red;10,8;,4;,41;2,2;,084;7;17;,9984;3,08;,67;9,3;6;0
red;9,3;,41;,39;2,2;,064;12;31;,9984;3,26;,65;10,2;5;0
red;10,8;,4;,41;2,2;,084;7;17;,9984;3,08;,67;9,3;6;0
red;8,6;,8;,11;2,3;,084;12;31;,9979;3,4;,48;9,9;5;0
red;8,3;,78;,1;2,6;,081;45;87;,9983;3,48;,53;10;5;0
red;10,8;,26;,45;3,3;,06;20;49;,9972;3,13;,54;9,6;5;0
red;13,3;,43;,58;1,9;,07;15;40;1,0004;3,06;,49;9;5;0
red;8;,45;,23;2,2;,094;16;29;,9962;3,21;,49;10,2;6;0
red;8,5;,46;,31;2,25;,078;32;58;,998;3,33;,54;9,8;5;0
red;8,1;,78;,23;2,6;,059;5;15;,997;3,37;,56;11,3;5;0
red;9,8;,98;,32;2,3;,078;35;152;,998;3,25;,48;9,4;5;0
red;8,1;,78;,23;2,6;,059;5;15;,997;3,37;,56;11,3;5;0
red;7,1;,65;,18;1,8;,07;13;40;,997;3,44;,6;9,1;5;0
red;9,1;,64;,23;3,1;,095;13;38;,9998;3,28;,59;9,7;5;0
red;7,7;,66;,04;1,6;,039;4;9;,9962;3,4;,47;9,4;5;0
red;8,1;,38;,48;1,8;,157;5;17;,9976;3,3;1,05;9,4;5;0
red;7,4;1,185;0;4,25;,097;5;14;,9966;3,63;,54;10,7;3;0
red;9,2;,92;,24;2,6;,087;12;93;,9998;3,48;,54;9,8;5;0
red;8,6;,49;,51;2;,422;16;62;,9979;3,03;1,17;9;5;0
red;9;,48;,32;2,8;,084;21;122;,9984;3,32;,62;9,4;5;0
red;9;,47;,31;2,7;,084;24;125;,9984;3,31;,61;9,4;5;0
red;5,1;,47;,02;1,3;,034;18;44;,9921;3,9;,62;12,8;6;0
red;7;,65;,02;2,1;,066;8;25;,9972;3,47;,67;9,5;6;0
red;7;,65;,02;2,1;,066;8;25;,9972;3,47;,67;9,5;6;0
red;9,4;,615;,28;3,2;,087;18;72;1,0001;3,31;,53;9,7;5;0
red;11,8;,38;,55;2,1;,071;5;19;,9986;3,11;,62;10,8;6;0
red;10,6;1,02;,43;2,9;,076;26;88;,9984;3,08;,57;10,1;6;0
red;7;,65;,02;2,1;,066;8;25;,9972;3,47;,67;9,5;6;0
red;7;,64;,02;2,1;,067;9;23;,997;3,47;,67;9,4;6;0
red;7,5;,38;,48;2,6;,073;22;84;,9972;3,32;,7;9,6;4;0
red;9,1;,765;,04;1,6;,078;4;14;,998;3,29;,54;9,7;4;0
red;8,4;1,035;,15;6;,073;11;54;,999;3,37;,49;9,9;5;0
red;7;,78;,08;2;,093;10;19;,9956;3,4;,47;10;5;0
red;7,4;,49;,19;3;,077;16;37;,9966;3,37;,51;10,5;5;0
red;7,8;,545;,12;2,5;,068;11;35;,996;3,34;,61;11,6;6;0
red;9,7;,31;,47;1,6;,062;13;33;,9983;3,27;,66;10;6;0
red;10,6;1,025;,43;2,8;,08;21;84;,9985;3,06;,57;10,1;5;0
red;8,9;,565;,34;3;,093;16;112;,9998;3,38;,61;9,5;5;0
red;8,7;,69;0;3,2;,084;13;33;,9992;3,36;,45;9,4;5;0
red;8;,43;,36;2,3;,075;10;48;,9976;3,34;,46;9,4;5;0
red;9,9;,74;,28;2,6;,078;21;77;,998;3,28;,51;9,8;5;0
red;7,2;,49;,18;2,7;,069;13;34;,9967;3,29;,48;9,2;6;0
red;8;,43;,36;2,3;,075;10;48;,9976;3,34;,46;9,4;5;0
red;7,6;,46;,11;2,6;,079;12;49;,9968;3,21;,57;10;5;0
red;8,4;,56;,04;2;,082;10;22;,9976;3,22;,44;9,6;5;0
red;7,1;,66;0;3,9;,086;17;45;,9976;3,46;,54;9,5;5;0
red;8,4;,56;,04;2;,082;10;22;,9976;3,22;,44;9,6;5;0
red;8,9;,48;,24;2,85;,094;35;106;,9982;3,1;,53;9,2;5;0
red;7,6;,42;,08;2,7;,084;15;48;,9968;3,21;,59;10;5;0
red;7,1;,31;,3;2,2;,053;36;127;,9965;2,94;1,62;9,5;5;0
red;7,5;1,115;,1;3,1;,086;5;12;,9958;3,54;,6;11,2;4;0
red;9;,66;,17;3;,077;5;13;,9976;3,29;,55;10,4;5;0
red;8,1;,72;,09;2,8;,084;18;49;,9994;3,43;,72;11,1;6;0
red;6,4;,57;,02;1,8;,067;4;11;,997;3,46;,68;9,5;5;0
red;6,4;,57;,02;1,8;,067;4;11;,997;3,46;,68;9,5;5;0
red;6,4;,865;,03;3,2;,071;27;58;,995;3,61;,49;12,7;6;0
red;9,5;,55;,66;2,3;,387;12;37;,9982;3,17;,67;9,6;5;0
red;8,9;,875;,13;3,45;,088;4;14;,9994;3,44;,52;11,5;5;0
red;7,3;,835;,03;2,1;,092;10;19;,9966;3,39;,47;9,6;5;0
red;7;,45;,34;2,7;,082;16;72;,998;3,55;,6;9,5;5;0
red;7,7;,56;,2;2;,075;9;39;,9987;3,48;,62;9,3;5;0
red;7,7;,965;,1;2,1;,112;11;22;,9963;3,26;,5;9,5;5;0
red;7,7;,965;,1;2,1;,112;11;22;,9963;3,26;,5;9,5;5;0
red;8,2;,59;0;2,5;,093;19;58;1,0002;3,5;,65;9,3;6;0
red;9;,46;,23;2,8;,092;28;104;,9983;3,1;,56;9,2;5;0
red;9;,69;0;2,4;,088;19;38;,999;3,35;,6;9,3;5;0
red;8,3;,76;,29;4,2;,075;12;16;,9965;3,45;,68;11,5;6;0
red;9,2;,53;,24;2,6;,078;28;139;,99788;3,21;,57;9,5;5;0
red;6,5;,615;0;1,9;,065;9;18;,9972;3,46;,65;9,2;5;0
red;11,6;,41;,58;2,8;,096;25;101;1,00024;3,13;,53;10;5;0
red;11,1;,39;,54;2,7;,095;21;101;1,0001;3,13;,51;9,5;5;0
red;7,3;,51;,18;2,1;,07;12;28;,99768;3,52;,73;9,5;6;0
red;8,2;,34;,38;2,5;,08;12;57;,9978;3,3;,47;9;6;0
red;8,6;,33;,4;2,6;,083;16;68;,99782;3,3;,48;9,4;5;0
red;7,2;,5;,18;2,1;,071;12;31;,99761;3,52;,72;9,6;6;0
red;7,3;,51;,18;2,1;,07;12;28;,99768;3,52;,73;9,5;6;0
red;8,3;,65;,1;2,9;,089;17;40;,99803;3,29;,55;9,5;5;0
red;8,3;,65;,1;2,9;,089;17;40;,99803;3,29;,55;9,5;5;0
red;7,6;,54;,13;2,5;,097;24;66;,99785;3,39;,61;9,4;5;0
red;8,3;,65;,1;2,9;,089;17;40;,99803;3,29;,55;9,5;5;0
red;7,8;,48;,68;1,7;,415;14;32;,99656;3,09;1,06;9,1;6;0
red;7,8;,91;,07;1,9;,058;22;47;,99525;3,51;,43;10,7;6;0
red;6,3;,98;,01;2;,057;15;33;,99488;3,6;,46;11,2;6;0
red;8,1;,87;0;2,2;,084;10;31;,99656;3,25;,5;9,8;5;0
red;8,1;,87;0;2,2;,084;10;31;,99656;3,25;,5;9,8;5;0
red;8,8;,42;,21;2,5;,092;33;88;,99823;3,19;,52;9,2;5;0
red;9;,58;,25;2,8;,075;9;104;,99779;3,23;,57;9,7;5;0
red;9,3;,655;,26;2;,096;5;35;,99738;3,25;,42;9,6;5;0
red;8,8;,7;0;1,7;,069;8;19;,99701;3,31;,53;10;6;0
red;9,3;,655;,26;2;,096;5;35;,99738;3,25;,42;9,6;5;0
red;9,1;,68;,11;2,8;,093;11;44;,99888;3,31;,55;9,5;6;0
red;9,2;,67;,1;3;,091;12;48;,99888;3,31;,54;9,5;6;0
red;8,8;,59;,18;2,9;,089;12;74;,99738;3,14;,54;9,4;5;0
red;7,5;,6;,32;2,7;,103;13;98;,99938;3,45;,62;9,5;5;0
red;7,1;,59;,02;2,3;,082;24;94;,99744;3,55;,53;9,7;6;0
red;7,9;,72;,01;1,9;,076;7;32;,99668;3,39;,54;9,6;5;0
red;7,1;,59;,02;2,3;,082;24;94;,99744;3,55;,53;9,7;6;0
red;9,4;,685;,26;2,4;,082;23;143;,9978;3,28;,55;9,4;5;0
red;9,5;,57;,27;2,3;,082;23;144;,99782;3,27;,55;9,4;5;0
red;7,9;,4;,29;1,8;,157;1;44;,9973;3,3;,92;9,5;6;0
